---- Page: "Statistics [Analog]"
---- Chart: electr_3_1_3.ewb
Parameter	Value
Initial TStep	125.00000n
Initial TMax	250.00000n
Nominal temperature	27.00000
Operating temperature	27.00000
Total iterations	9.96700K
Transient iterations	9.95000K
Circuit Equations	21.00000
Transient timepoints	3.64000K
Accepted timepoints	3.39900K
Rejected timepoints	241.00000
Total Analysis Time	203.00000m
Transient time	202.00000m
matrix reordering time	0.00000
L-U decomposition time	6.00000m
Matrix solve time	8.00000m
transient L-U decomp time	6.00000m
Transient solve time	8.00000m
Transient iters per point	0.00000
Load time	17.00000m
---- End Chart: electr_3_1_3.ewb
---- End Page: "Statistics [Analog]"

---- Page: "Oscilloscope"
---- Graph: "electr_3_1_3.ewb"
---- Left Axis: LINEAR "Voltage"
1.562922801580e-005	1.500000000000e+000
1.562923825580e-005	1.500000000000e+000
1.562925873580e-005	1.500000000000e+000
1.562929969580e-005	1.500000000000e+000
1.562938161580e-005	1.500000000000e+000
1.562954545580e-005	1.500000000000e+000
1.562987313580e-005	1.500000000000e+000
1.563021234359e-005	1.500000000000e+000
1.563068805023e-005	1.500000000000e+000
1.563154246080e-005	1.500000000000e+000
1.563325128194e-005	1.500000000000e+000
1.563548707730e-005	1.500000000000e+000
1.563829727801e-005	1.500000000000e+000
1.564359587478e-005	1.500000000000e+000
1.564937126124e-005	1.500000000000e+000
1.565719937390e-005	1.500000000000e+000
1.566559325085e-005	1.500000000000e+000
1.568045527881e-005	1.500000000000e+000
1.569585055808e-005	1.500000000000e+000
1.572664111662e-005	1.500000000000e+000
1.575552163278e-005	1.500000000000e+000
1.581328266511e-005	1.500000000000e+000
1.591619468416e-005	1.500000000000e+000
1.608259523423e-005	1.500000000000e+000
1.612921785580e-005	1.499999995788e+000
1.612921795580e-005	1.199999990888e+000
1.612921815580e-005	5.999999912526e-001
1.612921855580e-005	-6.000000080182e-001
1.612921885580e-005	-1.500000000000e+000
1.612921893580e-005	-1.500000000000e+000
1.612921909580e-005	-1.500000000000e+000
1.612921941580e-005	-1.500000000000e+000
1.612922005580e-005	-1.500000000000e+000
1.612922133580e-005	-1.500000000000e+000
1.612922389580e-005	-1.500000000000e+000
1.612922901580e-005	-1.500000000000e+000
1.612923925580e-005	-1.500000000000e+000
1.612925973580e-005	-1.500000000000e+000
1.612930069580e-005	-1.500000000000e+000
1.612938261580e-005	-1.500000000000e+000
1.612954645580e-005	-1.500000000000e+000
1.612987413580e-005	-1.500000000000e+000
1.613052949580e-005	-1.500000000000e+000
1.613152238554e-005	-1.500000000000e+000
1.613289193568e-005	-1.500000000000e+000
1.613507982513e-005	-1.500000000000e+000
1.613707379572e-005	-1.500000000000e+000
1.613854216943e-005	-1.500000000000e+000
1.614000275335e-005	-1.500000000000e+000
1.614132364125e-005	-1.500000000000e+000
1.614296911401e-005	-1.500000000000e+000
1.614482910480e-005	-1.500000000000e+000
1.614854908637e-005	-1.500000000000e+000
1.615371236199e-005	-1.500000000000e+000
1.616403891324e-005	-1.500000000000e+000
1.618302752005e-005	-1.500000000000e+000
1.621708692596e-005	-1.500000000000e+000
1.628480899203e-005	-1.500000000000e+000
1.640866144678e-005	-1.500000000000e+000
1.662921685580e-005	-1.500000000000e+000
1.662921695580e-005	-1.200000005265e+000
1.662921715580e-005	-6.000000056291e-001
1.662921755580e-005	5.999999936417e-001
1.662921785580e-005	1.499999998177e+000
1.662921793580e-005	1.500000000000e+000
1.662921809580e-005	1.500000000000e+000
1.662921841580e-005	1.500000000000e+000
1.662921905580e-005	1.500000000000e+000
1.662922033580e-005	1.500000000000e+000
1.662922289580e-005	1.500000000000e+000
1.662922801580e-005	1.500000000000e+000
1.662923825580e-005	1.500000000000e+000
1.662925873580e-005	1.500000000000e+000
1.662929969580e-005	1.500000000000e+000
1.662938161580e-005	1.500000000000e+000
1.662954545580e-005	1.500000000000e+000
1.662987313580e-005	1.500000000000e+000
1.663021234359e-005	1.500000000000e+000
1.663068805023e-005	1.500000000000e+000
1.663154246080e-005	1.500000000000e+000
1.663325128194e-005	1.500000000000e+000
1.663548707730e-005	1.500000000000e+000
1.663829727801e-005	1.500000000000e+000
1.664359587478e-005	1.500000000000e+000
1.664937126124e-005	1.500000000000e+000
1.665719937390e-005	1.500000000000e+000
1.666559325085e-005	1.500000000000e+000
1.668045527881e-005	1.500000000000e+000
1.669585055808e-005	1.500000000000e+000
1.672664111662e-005	1.500000000000e+000
1.675552163279e-005	1.500000000000e+000
1.681328266511e-005	1.500000000000e+000
1.682026049347e-005	1.500000000000e+000
1.698666104355e-005	1.500000000000e+000
1.703328366511e-005	1.499999995788e+000
1.703328376511e-005	1.200000001052e+000
1.703328396511e-005	6.000000014170e-001
1.703328436511e-005	-5.999999978538e-001
1.703328466511e-005	-1.500000000000e+000
1.703328474511e-005	-1.500000000000e+000
1.703328490511e-005	-1.500000000000e+000
1.703328522511e-005	-1.500000000000e+000
1.703328586511e-005	-1.500000000000e+000
1.703328714511e-005	-1.500000000000e+000
1.703328970511e-005	-1.500000000000e+000
1.703329482511e-005	-1.500000000000e+000
1.703330506511e-005	-1.500000000000e+000
1.703332554511e-005	-1.500000000000e+000
1.703336650511e-005	-1.500000000000e+000
1.703344842511e-005	-1.500000000000e+000
1.703361226511e-005	-1.500000000000e+000
1.703393994511e-005	-1.500000000000e+000
1.703459530511e-005	-1.500000000000e+000
1.703558819485e-005	-1.500000000000e+000
1.703695774498e-005	-1.500000000000e+000
1.703914563443e-005	-1.500000000000e+000
1.704113960503e-005	-1.500000000000e+000
1.704260797874e-005	-1.500000000000e+000
1.704406856266e-005	-1.500000000000e+000
1.704538945055e-005	-1.500000000000e+000
1.704703492332e-005	-1.500000000000e+000
1.704889491411e-005	-1.500000000000e+000
1.705261489568e-005	-1.500000000000e+000
1.705777817130e-005	-1.500000000000e+000
1.706810472255e-005	-1.500000000000e+000
1.708709332936e-005	-1.500000000000e+000
1.712115273527e-005	-1.500000000000e+000
1.718887480134e-005	-1.500000000000e+000
1.731272725609e-005	-1.500000000000e+000
1.753328266511e-005	-1.500000000000e+000
1.753328276511e-005	-1.199999995100e+000
1.753328296511e-005	-5.999999954647e-001
1.753328336511e-005	6.000000038061e-001
1.753328366511e-005	1.499999998177e+000
1.753328374511e-005	1.500000000000e+000
1.753328390511e-005	1.500000000000e+000
1.753328422511e-005	1.500000000000e+000
1.753328486511e-005	1.500000000000e+000
1.753328614511e-005	1.500000000000e+000
1.753328870511e-005	1.500000000000e+000
1.753329382511e-005	1.500000000000e+000
1.753330406511e-005	1.500000000000e+000
1.753332454511e-005	1.500000000000e+000
1.753336550511e-005	1.500000000000e+000
1.753344742511e-005	1.500000000000e+000
1.753361126511e-005	1.500000000000e+000
1.753393894511e-005	1.500000000000e+000
1.753427815290e-005	1.500000000000e+000
1.753475385954e-005	1.500000000000e+000
1.753560827011e-005	1.500000000000e+000
1.753731709125e-005	1.500000000000e+000
1.753955288661e-005	1.500000000000e+000
1.754236308732e-005	1.500000000000e+000
1.754766168409e-005	1.500000000000e+000
1.755343707055e-005	1.500000000000e+000
1.756126518321e-005	1.500000000000e+000
1.756965906016e-005	1.500000000000e+000
1.758452108812e-005	1.500000000000e+000
1.759991636739e-005	1.500000000000e+000
1.763070692593e-005	1.500000000000e+000
1.765958744209e-005	1.500000000000e+000
1.771734847442e-005	1.500000000000e+000
1.782026049347e-005	1.500000000000e+000
1.798666104355e-005	1.500000000000e+000
1.803328366511e-005	1.499999995788e+000
1.803328376511e-005	1.199999990888e+000
1.803328396511e-005	5.999999912526e-001
1.803328436511e-005	-6.000000080182e-001
1.803328466511e-005	-1.500000000000e+000
1.803328474511e-005	-1.500000000000e+000
1.803328490511e-005	-1.500000000000e+000
1.803328522511e-005	-1.500000000000e+000
1.803328586511e-005	-1.500000000000e+000
1.803328714511e-005	-1.500000000000e+000
1.803328970511e-005	-1.500000000000e+000
1.803329482511e-005	-1.500000000000e+000
1.803330506511e-005	-1.500000000000e+000
1.803332554511e-005	-1.500000000000e+000
1.803336650511e-005	-1.500000000000e+000
1.803344842511e-005	-1.500000000000e+000
1.803361226511e-005	-1.500000000000e+000
1.803393994511e-005	-1.500000000000e+000
1.803459530511e-005	-1.500000000000e+000
1.803558819485e-005	-1.500000000000e+000
1.803695774498e-005	-1.500000000000e+000
1.803914563443e-005	-1.500000000000e+000
1.804113960503e-005	-1.500000000000e+000
1.804260797874e-005	-1.500000000000e+000
1.804406856266e-005	-1.500000000000e+000
1.804538945055e-005	-1.500000000000e+000
1.804703492332e-005	-1.500000000000e+000
1.804889491411e-005	-1.500000000000e+000
1.805261489568e-005	-1.500000000000e+000
1.805777817130e-005	-1.500000000000e+000
1.806810472255e-005	-1.500000000000e+000
1.808709332936e-005	-1.500000000000e+000
1.812115273527e-005	-1.500000000000e+000
1.818887480133e-005	-1.500000000000e+000
1.831272725608e-005	-1.500000000000e+000
1.853328266511e-005	-1.499999989836e+000
1.853328276511e-005	-1.199999995100e+000
1.853328296511e-005	-5.999999954647e-001
1.853328336511e-005	6.000000038061e-001
1.853328366511e-005	1.499999998177e+000
1.853328374511e-005	1.500000000000e+000
1.853328390511e-005	1.500000000000e+000
1.853328422511e-005	1.500000000000e+000
1.853328486511e-005	1.500000000000e+000
1.853328614511e-005	1.500000000000e+000
1.853328870511e-005	1.500000000000e+000
1.853329382511e-005	1.500000000000e+000
1.853330406511e-005	1.500000000000e+000
1.853332454511e-005	1.500000000000e+000
1.853336550511e-005	1.500000000000e+000
1.853344742511e-005	1.500000000000e+000
1.853361126511e-005	1.500000000000e+000
1.853393894511e-005	1.500000000000e+000
1.853427815289e-005	1.500000000000e+000
1.853475385953e-005	1.500000000000e+000
1.853560827010e-005	1.500000000000e+000
1.853731709125e-005	1.500000000000e+000
1.853955288660e-005	1.500000000000e+000
1.854236308731e-005	1.500000000000e+000
1.854766168408e-005	1.500000000000e+000
1.855343707054e-005	1.500000000000e+000
1.856126518321e-005	1.500000000000e+000
1.856965906015e-005	1.500000000000e+000
1.858452108811e-005	1.500000000000e+000
1.859991636738e-005	1.500000000000e+000
1.863070692592e-005	1.500000000000e+000
1.865958744209e-005	1.500000000000e+000
1.871734847441e-005	1.500000000000e+000
1.882026049344e-005	1.500000000000e+000
1.898666104347e-005	1.500000000000e+000
1.903328366511e-005	1.499999995788e+000
1.903328376511e-005	1.199999990888e+000
1.903328396511e-005	5.999999912526e-001
1.903328436511e-005	-6.000000080182e-001
1.903328466511e-005	-1.500000000000e+000
1.903328474511e-005	-1.500000000000e+000
1.903328490511e-005	-1.500000000000e+000
1.903328522511e-005	-1.500000000000e+000
1.903328586511e-005	-1.500000000000e+000
1.903328714511e-005	-1.500000000000e+000
1.903328970511e-005	-1.500000000000e+000
1.903329482511e-005	-1.500000000000e+000
1.903330506511e-005	-1.500000000000e+000
1.903332554511e-005	-1.500000000000e+000
1.903336650511e-005	-1.500000000000e+000
1.903344842511e-005	-1.500000000000e+000
1.903361226511e-005	-1.500000000000e+000
1.903393994511e-005	-1.500000000000e+000
1.903459530511e-005	-1.500000000000e+000
1.903558819485e-005	-1.500000000000e+000
1.903695774498e-005	-1.500000000000e+000
1.903914563443e-005	-1.500000000000e+000
1.904113960503e-005	-1.500000000000e+000
1.904260797874e-005	-1.500000000000e+000
1.904406856266e-005	-1.500000000000e+000
1.904538945055e-005	-1.500000000000e+000
1.904703492332e-005	-1.500000000000e+000
1.904889491411e-005	-1.500000000000e+000
1.905261489568e-005	-1.500000000000e+000
1.905777817130e-005	-1.500000000000e+000
1.906810472255e-005	-1.500000000000e+000
1.908709332936e-005	-1.500000000000e+000
1.912115273527e-005	-1.500000000000e+000
1.918887480133e-005	-1.500000000000e+000
1.931272725608e-005	-1.500000000000e+000
1.953328266511e-005	-1.500000000000e+000
1.953328276511e-005	-1.200000005265e+000
1.953328296511e-005	-6.000000056291e-001
1.953328336511e-005	5.999999936417e-001
1.953328366511e-005	1.499999998177e+000
1.953328374511e-005	1.500000000000e+000
1.953328390511e-005	1.500000000000e+000
1.953328422511e-005	1.500000000000e+000
1.953328486511e-005	1.500000000000e+000
1.953328614511e-005	1.500000000000e+000
1.953328870511e-005	1.500000000000e+000
1.953329382511e-005	1.500000000000e+000
1.953330406511e-005	1.500000000000e+000
1.953332454511e-005	1.500000000000e+000
1.953336550511e-005	1.500000000000e+000
1.953344742511e-005	1.500000000000e+000
1.953361126511e-005	1.500000000000e+000
1.953393894511e-005	1.500000000000e+000
1.953427815290e-005	1.500000000000e+000
1.953475385954e-005	1.500000000000e+000
1.953560827011e-005	1.500000000000e+000
1.953731709125e-005	1.500000000000e+000
1.953955288661e-005	1.500000000000e+000
1.954236308732e-005	1.500000000000e+000
1.954766168409e-005	1.500000000000e+000
1.955343707055e-005	1.500000000000e+000
1.956126518321e-005	1.500000000000e+000
1.956965906016e-005	1.500000000000e+000
1.958452108812e-005	1.500000000000e+000
1.959991636739e-005	1.500000000000e+000
1.963070692593e-005	1.500000000000e+000
1.965958744209e-005	1.500000000000e+000
1.968365325140e-005	1.500000000000e+000
1.978656527045e-005	1.500000000000e+000
1.995296582053e-005	1.500000000000e+000
1.999958844209e-005	1.499999995788e+000
1.999958854209e-005	1.200000001052e+000
1.999958874209e-005	6.000000014170e-001
1.999958914209e-005	-5.999999978538e-001
1.999958944209e-005	-1.500000000000e+000
1.999958952209e-005	-1.500000000000e+000
1.999958968209e-005	-1.500000000000e+000
1.999959000209e-005	-1.500000000000e+000
1.999959064209e-005	-1.500000000000e+000
1.999959192209e-005	-1.500000000000e+000
1.999959448209e-005	-1.500000000000e+000
1.999959960209e-005	-1.500000000000e+000
1.999960984209e-005	-1.500000000000e+000
1.999963032209e-005	-1.500000000000e+000
1.999967128209e-005	-1.500000000000e+000
1.999975320209e-005	-1.500000000000e+000
1.999991704209e-005	-1.500000000000e+000
2.000024472209e-005	-1.500000000000e+000
2.000090008209e-005	-1.500000000000e+000
2.000189297183e-005	-1.500000000000e+000
2.000326252197e-005	-1.500000000000e+000
2.000545041142e-005	-1.500000000000e+000
2.000744438201e-005	-1.500000000000e+000
2.000891275572e-005	-1.500000000000e+000
2.001037333964e-005	-1.500000000000e+000
2.001169422754e-005	-1.500000000000e+000
2.001333970030e-005	-1.500000000000e+000
2.001519969109e-005	-1.500000000000e+000
2.001891967266e-005	-1.500000000000e+000
2.002408294829e-005	-1.500000000000e+000
2.003440949953e-005	-1.500000000000e+000
2.005339810634e-005	-1.500000000000e+000
2.008745751225e-005	-1.500000000000e+000
2.015517957831e-005	-1.500000000000e+000
2.027903203306e-005	-1.500000000000e+000
2.049958744209e-005	-1.500000000000e+000
2.049958754209e-005	-1.199999995100e+000
2.049958774209e-005	-5.999999954647e-001
2.049958814209e-005	6.000000038061e-001
2.049958844209e-005	1.499999998177e+000
2.049958852209e-005	1.500000000000e+000
2.049958868209e-005	1.500000000000e+000
2.049958900209e-005	1.500000000000e+000
2.049958964209e-005	1.500000000000e+000
2.049959092209e-005	1.500000000000e+000
2.049959348209e-005	1.500000000000e+000
2.049959860209e-005	1.500000000000e+000
2.049960884209e-005	1.500000000000e+000
2.049962932209e-005	1.500000000000e+000
2.049967028209e-005	1.500000000000e+000
2.049975220209e-005	1.500000000000e+000
2.049991604209e-005	1.500000000000e+000
2.050024372209e-005	1.500000000000e+000
2.050058292988e-005	1.500000000000e+000
2.050105863652e-005	1.500000000000e+000
2.050191304709e-005	1.500000000000e+000
2.050362186823e-005	1.500000000000e+000
2.050585766359e-005	1.500000000000e+000
2.050866786430e-005	1.500000000000e+000
2.051396646107e-005	1.500000000000e+000
2.051974184753e-005	1.500000000000e+000
2.052756996019e-005	1.500000000000e+000
2.053596383714e-005	1.500000000000e+000
2.055082586510e-005	1.500000000000e+000
2.056622114437e-005	1.500000000000e+000
2.059701170291e-005	1.500000000000e+000
2.062589221908e-005	1.500000000000e+000
2.068365325141e-005	1.500000000000e+000
2.078656527046e-005	1.500000000000e+000
2.095296582054e-005	1.500000000000e+000
2.099958844209e-005	1.499999995788e+000
2.099958854209e-005	1.199999990888e+000
2.099958874209e-005	5.999999912526e-001
2.099958914209e-005	-6.000000080182e-001
2.099958944209e-005	-1.500000000000e+000
2.099958952209e-005	-1.500000000000e+000
2.099958968209e-005	-1.500000000000e+000
2.099959000209e-005	-1.500000000000e+000
2.099959064209e-005	-1.500000000000e+000
2.099959192209e-005	-1.500000000000e+000
2.099959448209e-005	-1.500000000000e+000
2.099959960209e-005	-1.500000000000e+000
2.099960984209e-005	-1.500000000000e+000
2.099963032209e-005	-1.500000000000e+000
2.099967128209e-005	-1.500000000000e+000
2.099975320209e-005	-1.500000000000e+000
2.099991704209e-005	-1.500000000000e+000
2.100024472209e-005	-1.500000000000e+000
2.100090008209e-005	-1.500000000000e+000
2.100189297183e-005	-1.500000000000e+000
2.100326252197e-005	-1.500000000000e+000
2.100545041142e-005	-1.500000000000e+000
2.100744438201e-005	-1.500000000000e+000
2.100891275572e-005	-1.500000000000e+000
2.101037333964e-005	-1.500000000000e+000
2.101169422754e-005	-1.500000000000e+000
2.101333970030e-005	-1.500000000000e+000
2.101519969109e-005	-1.500000000000e+000
2.101891967266e-005	-1.500000000000e+000
2.102408294829e-005	-1.500000000000e+000
2.103440949953e-005	-1.500000000000e+000
2.105339810634e-005	-1.500000000000e+000
2.108745751225e-005	-1.500000000000e+000
2.115517957831e-005	-1.500000000000e+000
2.127903203306e-005	-1.500000000000e+000
2.149958744209e-005	-1.500000000000e+000
2.149958754209e-005	-1.200000005265e+000
2.149958774209e-005	-6.000000056291e-001
2.149958814209e-005	5.999999936417e-001
2.149958844209e-005	1.499999998177e+000
2.149958852209e-005	1.500000000000e+000
2.149958868209e-005	1.500000000000e+000
2.149958900209e-005	1.500000000000e+000
2.149958964209e-005	1.500000000000e+000
2.149959092209e-005	1.500000000000e+000
2.149959348209e-005	1.500000000000e+000
2.149959860209e-005	1.500000000000e+000
2.149960884209e-005	1.500000000000e+000
2.149962932209e-005	1.500000000000e+000
2.149967028209e-005	1.500000000000e+000
2.149975220209e-005	1.500000000000e+000
2.149991604209e-005	1.500000000000e+000
2.150024372209e-005	1.500000000000e+000
2.150058292988e-005	1.500000000000e+000
2.150105863652e-005	1.500000000000e+000
2.150191304709e-005	1.500000000000e+000
2.150362186823e-005	1.500000000000e+000
2.150585766359e-005	1.500000000000e+000
2.150866786430e-005	1.500000000000e+000
2.151396646107e-005	1.500000000000e+000
2.151974184753e-005	1.500000000000e+000
2.152756996019e-005	1.500000000000e+000
2.153596383714e-005	1.500000000000e+000
2.155082586510e-005	1.500000000000e+000
2.156622114437e-005	1.500000000000e+000
2.159701170291e-005	1.500000000000e+000
2.162589221908e-005	1.500000000000e+000
2.168365325140e-005	1.500000000000e+000
2.178656527045e-005	1.500000000000e+000
2.195296582053e-005	1.500000000000e+000
2.199958844209e-005	1.499999995788e+000
2.199958854209e-005	1.200000001052e+000
2.199958874209e-005	6.000000014170e-001
2.199958914209e-005	-5.999999978538e-001
2.199958944209e-005	-1.500000000000e+000
2.199958952209e-005	-1.500000000000e+000
2.199958968209e-005	-1.500000000000e+000
2.199959000209e-005	-1.500000000000e+000
2.199959064209e-005	-1.500000000000e+000
2.199959192209e-005	-1.500000000000e+000
2.199959448209e-005	-1.500000000000e+000
2.199959960209e-005	-1.500000000000e+000
2.199960984209e-005	-1.500000000000e+000
2.199963032209e-005	-1.500000000000e+000
2.199967128209e-005	-1.500000000000e+000
2.199975320209e-005	-1.500000000000e+000
2.199991704209e-005	-1.500000000000e+000
2.200024472209e-005	-1.500000000000e+000
2.200090008209e-005	-1.500000000000e+000
2.200189297183e-005	-1.500000000000e+000
2.200326252197e-005	-1.500000000000e+000
2.200545041142e-005	-1.500000000000e+000
2.200744438201e-005	-1.500000000000e+000
2.200891275572e-005	-1.500000000000e+000
2.201037333964e-005	-1.500000000000e+000
2.201169422754e-005	-1.500000000000e+000
2.201333970030e-005	-1.500000000000e+000
2.201519969109e-005	-1.500000000000e+000
2.201891967266e-005	-1.500000000000e+000
2.202408294829e-005	-1.500000000000e+000
2.203440949953e-005	-1.500000000000e+000
2.205339810634e-005	-1.500000000000e+000
2.208745751225e-005	-1.500000000000e+000
2.215517957831e-005	-1.500000000000e+000
2.227903203306e-005	-1.500000000000e+000
2.249958744209e-005	-1.500000000000e+000
2.249958754209e-005	-1.199999995100e+000
2.249958774209e-005	-5.999999954647e-001
2.249958814209e-005	6.000000038061e-001
2.249958844209e-005	1.499999998177e+000
2.249958852209e-005	1.500000000000e+000
2.249958868209e-005	1.500000000000e+000
2.249958900209e-005	1.500000000000e+000
2.249958964209e-005	1.500000000000e+000
2.249959092209e-005	1.500000000000e+000
2.249959348209e-005	1.500000000000e+000
2.249959860209e-005	1.500000000000e+000
2.249960884209e-005	1.500000000000e+000
2.249962932209e-005	1.500000000000e+000
2.249967028209e-005	1.500000000000e+000
2.249975220209e-005	1.500000000000e+000
2.249991604209e-005	1.500000000000e+000
2.250024372209e-005	1.500000000000e+000
2.250058292988e-005	1.500000000000e+000
2.250105863652e-005	1.500000000000e+000
2.250191304709e-005	1.500000000000e+000
2.250362186823e-005	1.500000000000e+000
2.250585766359e-005	1.500000000000e+000
2.250866786430e-005	1.500000000000e+000
2.251396646107e-005	1.500000000000e+000
2.251974184753e-005	1.500000000000e+000
2.252756996019e-005	1.500000000000e+000
2.253596383714e-005	1.500000000000e+000
2.254720226014e-005	1.500000000000e+000
2.256259753941e-005	1.500000000000e+000
2.259338809796e-005	1.500000000000e+000
2.262226861412e-005	1.500000000000e+000
2.268002964645e-005	1.500000000000e+000
2.278294166550e-005	1.500000000000e+000
2.294934221559e-005	1.500000000000e+000
2.299596483714e-005	1.499999995788e+000
2.299596493714e-005	1.199999990888e+000
2.299596513714e-005	5.999999912526e-001
2.299596553714e-005	-6.000000080182e-001
2.299596583714e-005	-1.500000000000e+000
2.299596591714e-005	-1.500000000000e+000
2.299596607714e-005	-1.500000000000e+000
2.299596639714e-005	-1.500000000000e+000
2.299596703714e-005	-1.500000000000e+000
2.299596831714e-005	-1.500000000000e+000
2.299597087714e-005	-1.500000000000e+000
2.299597599714e-005	-1.500000000000e+000
2.299598623714e-005	-1.500000000000e+000
2.299600671714e-005	-1.500000000000e+000
2.299604767714e-005	-1.500000000000e+000
2.299612959714e-005	-1.500000000000e+000
2.299629343714e-005	-1.500000000000e+000
2.299662111714e-005	-1.500000000000e+000
2.299727647714e-005	-1.500000000000e+000
2.299826936688e-005	-1.500000000000e+000
2.299963891701e-005	-1.500000000000e+000
2.300182680646e-005	-1.500000000000e+000
2.300382077705e-005	-1.500000000000e+000
2.300528915077e-005	-1.500000000000e+000
2.300674973468e-005	-1.500000000000e+000
2.300807062258e-005	-1.500000000000e+000
2.300971609535e-005	-1.500000000000e+000
2.301157608613e-005	-1.500000000000e+000
2.301529606771e-005	-1.500000000000e+000
2.302045934333e-005	-1.500000000000e+000
2.303078589458e-005	-1.500000000000e+000
2.304977450139e-005	-1.500000000000e+000
2.308383390730e-005	-1.500000000000e+000
2.315155597337e-005	-1.500000000000e+000
2.327540842813e-005	-1.500000000000e+000
2.349596383714e-005	-1.500000000000e+000
2.349596393714e-005	-1.200000005265e+000
2.349596413714e-005	-6.000000056291e-001
2.349596453714e-005	5.999999936417e-001
2.349596483714e-005	1.499999998177e+000
2.349596491714e-005	1.500000000000e+000
2.349596507714e-005	1.500000000000e+000
2.349596539714e-005	1.500000000000e+000
2.349596603714e-005	1.500000000000e+000
2.349596731714e-005	1.500000000000e+000
2.349596987714e-005	1.500000000000e+000
2.349597499714e-005	1.500000000000e+000
2.349598523714e-005	1.500000000000e+000
2.349600571714e-005	1.500000000000e+000
2.349604667714e-005	1.500000000000e+000
2.349612859714e-005	1.500000000000e+000
2.349629243714e-005	1.500000000000e+000
2.349662011714e-005	1.500000000000e+000
2.349695932492e-005	1.500000000000e+000
2.349743503156e-005	1.500000000000e+000
2.349828944213e-005	1.500000000000e+000
2.349999826328e-005	1.500000000000e+000
2.350223405863e-005	1.500000000000e+000
2.350504425934e-005	1.500000000000e+000
2.351034285611e-005	1.500000000000e+000
2.351611824257e-005	1.500000000000e+000
2.352394635524e-005	1.500000000000e+000
2.353234023218e-005	1.500000000000e+000
2.354720226014e-005	1.500000000000e+000
2.356259753941e-005	1.500000000000e+000
2.359338809796e-005	1.500000000000e+000
2.362226861412e-005	1.500000000000e+000
2.368002964645e-005	1.500000000000e+000
2.378294166550e-005	1.500000000000e+000
2.394934221558e-005	1.500000000000e+000
2.399596483714e-005	1.499999995788e+000
2.399596493714e-005	1.200000001052e+000
2.399596513714e-005	6.000000014170e-001
2.399596553714e-005	-5.999999978538e-001
2.399596583714e-005	-1.500000000000e+000
2.399596591714e-005	-1.500000000000e+000
2.399596607714e-005	-1.500000000000e+000
2.399596639714e-005	-1.500000000000e+000
2.399596703714e-005	-1.500000000000e+000
2.399596831714e-005	-1.500000000000e+000
2.399597087714e-005	-1.500000000000e+000
2.399597599714e-005	-1.500000000000e+000
2.399598623714e-005	-1.500000000000e+000
2.399600671714e-005	-1.500000000000e+000
2.399604767714e-005	-1.500000000000e+000
2.399612959714e-005	-1.500000000000e+000
2.399629343714e-005	-1.500000000000e+000
2.399662111714e-005	-1.500000000000e+000
2.399727647714e-005	-1.500000000000e+000
2.399826936688e-005	-1.500000000000e+000
2.399963891701e-005	-1.500000000000e+000
2.400182680646e-005	-1.500000000000e+000
2.400382077705e-005	-1.500000000000e+000
2.400528915077e-005	-1.500000000000e+000
2.400674973468e-005	-1.500000000000e+000
2.400807062258e-005	-1.500000000000e+000
2.400971609535e-005	-1.500000000000e+000
2.401157608613e-005	-1.500000000000e+000
2.401529606771e-005	-1.500000000000e+000
2.402045934333e-005	-1.500000000000e+000
2.403078589458e-005	-1.500000000000e+000
2.404977450139e-005	-1.500000000000e+000
2.408383390730e-005	-1.500000000000e+000
2.415155597336e-005	-1.500000000000e+000
2.427540842811e-005	-1.500000000000e+000
2.449596383714e-005	-1.499999989836e+000
2.449596393714e-005	-1.199999995100e+000
2.449596413714e-005	-5.999999954647e-001
2.449596453714e-005	6.000000038061e-001
2.449596483714e-005	1.499999998177e+000
2.449596491714e-005	1.500000000000e+000
2.449596507714e-005	1.500000000000e+000
2.449596539714e-005	1.500000000000e+000
2.449596603714e-005	1.500000000000e+000
2.449596731714e-005	1.500000000000e+000
2.449596987714e-005	1.500000000000e+000
2.449597499714e-005	1.500000000000e+000
2.449598523714e-005	1.500000000000e+000
2.449600571714e-005	1.500000000000e+000
2.449604667714e-005	1.500000000000e+000
2.449612859714e-005	1.500000000000e+000
2.449629243714e-005	1.500000000000e+000
2.449662011714e-005	1.500000000000e+000
2.449695932492e-005	1.500000000000e+000
2.449743503156e-005	1.500000000000e+000
2.449828944213e-005	1.500000000000e+000
2.449999826327e-005	1.500000000000e+000
2.450223405863e-005	1.500000000000e+000
2.450504425934e-005	1.500000000000e+000
2.451034285611e-005	1.500000000000e+000
2.451611824257e-005	1.500000000000e+000
2.452394635524e-005	1.500000000000e+000
2.453234023218e-005	1.500000000000e+000
2.454720226014e-005	1.500000000000e+000
2.456259753941e-005	1.500000000000e+000
2.459338809795e-005	1.500000000000e+000
2.462226861411e-005	1.500000000000e+000
2.468002964644e-005	1.500000000000e+000
2.478294166547e-005	1.500000000000e+000
2.494934221551e-005	1.500000000000e+000
2.499596483714e-005	1.499999995788e+000
2.499596493714e-005	1.200000001052e+000
2.499596513714e-005	6.000000014170e-001
2.499596553714e-005	-5.999999978538e-001
2.499596583714e-005	-1.500000000000e+000
2.499596591714e-005	-1.500000000000e+000
2.499596607714e-005	-1.500000000000e+000
2.499596639714e-005	-1.500000000000e+000
2.499596703714e-005	-1.500000000000e+000
2.499596831714e-005	-1.500000000000e+000
