2	14	3	1,7032967032967	6	252	0,567765567765568
3	21	4	2,15714285714286	6	504	0,719047619047619
4	28	5	2,64021164021164	6	840	0,880070546737213
5	35	6	3,12605042016807	6	1260	1,04201680672269
6	42	7	3,62020905923345	6	1764	1,20673635307782
7	49	8	4,11309523809524	6	2352	1,37103174603175
8	56	9	4,61038961038961	6	3024	1,53679653679654
1	7	2	1,28571428571429	5	70	0,514285714285714
2	14	3	1,7032967032967	6	252	0,567765567765568
3	21	4	2,15714285714286	6	504	0,719047619047619
4	28	5	2,64021164021164	6	840	0,880070546737213
5	35	6	3,12605042016807	6	1260	1,04201680672269
6	42	7	3,62020905923345	6	1764	1,20673635307782
7	49	8	4,11309523809524	6	2352	1,37103174603175
8	56	9	4,61038961038961	6	3024	1,53679653679654
1	7	2	1,28571428571429	5	70	0,514285714285714
2	14	3	1,7032967032967	6	252	0,567765567765568
3	21	4	2,15714285714286	6	504	0,719047619047619
4	28	5	2,64021164021164	6	840	0,880070546737213
5	35	6	3,12605042016807	6	1260	1,04201680672269
6	42	7	3,62020905923345	6	1764	1,20673635307782
7	49	8	4,11309523809524	6	2352	1,37103174603175
8	56	9	4,61038961038961	6	3024	1,53679653679654
1	7	2	1,28571428571429	5	70	0,514285714285714
2	14	3	1,7032967032967	6	252	0,567765567765568
3	21	4	2,15714285714286	6	504	0,719047619047619
4	28	5	2,64021164021164	6	840	0,880070546737213
5	35	6	3,12605042016807	6	1260	1,04201680672269
6	42	7	3,62020905923345	6	1764	1,20673635307782
7	49	8	4,11309523809524	6	2352	1,37103174603175
8	56	9	4,61038961038961	6	3024	1,53679653679654
1	7	2	1,28571428571429	5	70	0,514285714285714
2	14	3	1,7032967032967	6	252	0,567765567765568
3	21	4	2,15714285714286	6	504	0,719047619047619
4	28	5	2,64021164021164	6	840	0,880070546737213
5	35	6	3,12605042016807	6	1260	1,04201680672269
6	42	7	3,62020905923345	6	1764	1,20673635307782
7	49	8	4,11309523809524	6	2352	1,37103174603175
8	56	9	4,61038961038961	6	3024	1,53679653679654
